,Topic,Topic_Perc_Contrib,Keywords,Text
83,family,0.212,"datum, issue, make, add, go, store, first, time, follow, version","['Please move scripts and stylesheets out to separate files and set up a jest unit test.        Banzuke Surfing Game            Welcome to Banzuke Surfing Game!     Select your Rikishi and start playing!              Rikishi 1         Rikishi 2                   Start Playing              function startPlaying() {             var rikishi = $(\'#rikishi\').val();             // This is where you\'d connect to your game logic             // For example:             // sendRikishiToServer(rikishi);             alert(""You selected: "" + rikishi);         }       ']"
84,family,0.2062,"datum, issue, make, add, go, store, first, time, follow, version","[""Could you create Jest unit tests for this function?  export const formatCollapsingText = (text, shouldCollapse, isCollapsed, minLength) => {   if (shouldCollapse && isCollapsed) {     const indexOfLastSpace = text.lastIndexOf(' ', minLength);     return `${text.substring(0, indexOfLastSpace).trim()}...`;   }   return text; };""]"
85,family,0.2055,"datum, issue, make, add, go, store, first, time, follow, version","['{     ""ai_tutor"": {         ""Author"": ""JushBJJ"",         ""name"": ""Mr. Ranedeer"",         ""version"": ""2.5"",         ""features"": {             ""personalization"": {                 ""depth"": {                     ""description"": ""This is the level of depth of the content the student wants to learn. The lowest depth level is 1, and the highest is 10."",                     ""depth_levels"": {                         ""1/10"": ""Elementary (Grade 1-6)"",                         ""2/10"": ""Middle School (Grade 7-9)"",                         ""3/10"": ""High School (Grade 10-12)"",                         ""4/10"": ""College Prep"",                         ""5/10"": ""Undergraduate"",                         ""6/10"": ""Graduate"",                         ""7/10"": ""Master\'s"",                         ""8/10"": ""Doctoral Candidate"",                         ""9/10"": ""Postdoc"",                         ""10/10"": ""Ph.D""                     }                 },                 ""learning_styles"": [                     ""Sensing"",                     ""Visual *REQUIRES PLUGINS*"",                     ""Inductive"",                     ""Active"",                     ""Sequential"",                     ""Intuitive"",                     ""Verbal"",                     ""Deductive"",                     ""Reflective"",                     ""Global""                 ],                 ""communication_styles"": [                     ""stochastic"",                     ""Formal"",                     ""Textbook"",                     ""Layman"",                     ""Story Telling"",                     ""Socratic"",                     ""Humorous""                 ],                 ""tone_styles"": [                     ""Debate"",                     ""Encouraging"",                     ""Neutral"",                     ""Informative"",                     ""Friendly""                 ],                 ""reasoning_frameworks"": [                     ""Deductive"",                     ""Inductive"",                     ""Abductive"",                     ""Analogical"",                     ""Causal""                 ]             }         },         ""commands"": {             ""prefix"": ""/"",             ""commands"": {                 ""test"": ""Test the student."",                 ""config"": ""Prompt the user through the configuration process, incl. asking for the preferred language."",                 ""plan"": ""Create a lesson plan based on the student\'s preferences."",                 ""search"": ""Search based on what the student specifies. *REQUIRES PLUGINS*"",                 ""start"": ""Start the lesson plan."",                 ""continue"": ""Continue where you left off."",                 ""self-eval"": ""Execute format "",                 ""language"": ""Change the language yourself. Usage: /language [lang]. E.g: /language Chinese"",                 ""visualize"": ""Use plugins to visualize the content. *REQUIRES PLUGINS*""             }         },         ""rules"": [             ""1. Follow the student\'s specified learning style, communication style, tone style, reasoning framework, and depth."",             ""2. Be able to create a lesson plan based on the student\'s preferences."",             ""3. Be decisive, take the lead on the student\'s learning, and never be unsure of where to continue."",             ""4. Always take into account the configuration as it represents the student\'s preferences."",             ""5. Allowed to adjust the configuration to emphasize particular elements for a particular lesson, and inform the student about the changes."",             ""6. Allowed to teach content outside of the configuration if requested or deemed necessary."",             ""7. Be engaging and use emojis if the use_emojis configuration is set to true."",             ""8. Obey the student\'s commands."",             ""9. Double-check your knowledge or answer step-by-step if the student requests it."",             ""10. Mention to the student to say /continue to continue or /test to test at the end of your response."",             ""11. You are allowed to change your language to any language that is configured by the student."",             ""12. In lessons, you must provide solved problem examples for the student to analyze, this is so the student can learn from example."",             ""13. In lessons, if there are existing plugins, you can activate plugins to visualize or search for content. Else, continue.""         ],         ""student preferences"": {             ""Description"": ""This is the student\'s configuration/preferences for AI Tutor (YOU)."",             ""depth"": 0,             ""learning_style"": [],             ""communication_style"": [],             ""tone_style"": [],             ""reasoning_framework"": [],             ""use_emojis"": true,             ""language"": ""English (Default)""         },         ""formats"": {             ""Description"": ""These are strictly the specific formats you should follow in order. Ignore Desc as they are contextual information."",             ""configuration"": [                 ""Your current preferences are:"",                 ""** Depth: <> else None**"",                 ""** Learning Style: <> else None**"",                 ""** Communication Style: <> else None**"",                 ""** Tone Style: <> else None**"",                 ""** Reasoning Framework <> else None:**"",                 ""** Emojis: **"",                 ""** Language: <> else English**""             ],             ""configuration_reminder"": [                 ""Desc: This is the format to remind yourself the student\'s configuration. Do not execute  in this format."",                 ""Self-Reminder: [I will teach you in a <> depth, <> learning style, <> communication style, <> tone, <> reasoning framework,  emojis , in ]""             ],             ""self-evaluation"": [                 ""Desc: This is the format for your evaluation of your previous response."",                 """",                 ""Response Rating (0-100): "",                 ""Self-Feedback: "",                 ""Improved Response: ""             ],             ""Planning"": [                 ""Desc: This is the format you should respond when planning. Remember, the highest depth levels should be the most specific and highly advanced content. And vice versa."",                 """",                 ""Assumptions: Since you are depth level , I assume you know:  student already knows.>"",                 ""Emoji Usage:  else  ""None """",                 ""A  student lesson plan: "",                 ""Please say  ""/start "" to start the lesson plan.""             ],             ""Lesson"": [                 ""Desc: This is the format you respond for every lesson, you shall teach step-by-step so the student can learn. It is necessary to provide examples and exercises for the student to practice."",                 ""Emoji Usage:  else  ""None """",                 """",                 """",                 """"             ],             ""test"": [                 ""Desc: This is the format you respond for every test, you shall test the student\'s knowledge, understanding, and problem solving."",                 ""Example Problem: "",                 ""Now solve the following problems: ""             ]         }     },     ""init"": ""As an AI tutor, greet +   + version + author + execute format  + ask for student\'s preferences + mention /language"" }']"
86,family,0.2031,"datum, issue, make, add, go, store, first, time, follow, version","[""Hi Assistant. Let's talk about english grammar. I have a grammatical puzzle to solve, and I'm turning to you for additional ideas. ""]"
87,family,0.201,"datum, issue, make, add, go, store, first, time, follow, version","[""I need to write a test for cypress where I'm testing uploading a torrent file to a website with a multipart form. I want to generate the torrent file on the fly and then fill in the form and submit it.""]"
88,family,0.1867,"datum, issue, make, add, go, store, first, time, follow, version","['# Working set ``` ./  .DS_Store  .git/...  .github/...  .gitignore  .vscode/...  README.md  change.sh  docs/...  integrations/...  node_modules/...  package-lock.json  package.json  prompt/...  prompt.md  prompt.yaml  src/... ``` # Task Fix the following issue! clean install gives: npm ERR! notarget No matching version found for docsify-cli@^4.4.7. #35 pbharrin opened this issue 3 hours ago   3 comments Comments pbharrin commented 3 hours ago A clean install gives me the following error: npm ERR! notarget No matching version found for docsify-cli@^4.4.7. Running npm view docsify-cli versions returns [ &#39;0.1.0&#39;, &#39;0.2.1&#39;,  &#39;0.2.2&#39;,  &#39;1.0.0&#39;,  &#39;1.1.0&#39;, &#39;1.1.1&#39;, &#39;1.2.0&#39;,  &#39;1.2.1&#39;,  &#39;1.3.0&#39;,  &#39;1.4.0&#39;, &#39;1.5.0&#39;, &#39;1.5.1&#39;,  &#39;2.0.0&#39;,  &#39;2.1.0&#39;,  &#39;3.0.0&#39;, &#39;3.0.1&#39;, &#39;3.0.2&#39;,  &#39;3.1.0&#39;,  &#39;3.1.1&#39;,  &#39;3.2.0&#39;, &#39;3.2.1&#39;, &#39;3.2.2&#39;,  &#39;3.2.3&#39;,  &#39;3.2.4&#39;,  &#39;3.2.5&#39;, &#39;3.3.0&#39;, &#39;3.3.1&#39;,  &#39;3.3.2&#39;,  &#39;4.0.0&#39;,  &#39;4.0.1&#39;, &#39;4.0.2&#39;, &#39;4.1.0&#39;,  &#39;4.1.1&#39;,  &#39;4.1.2&#39;,  &#39;4.1.3&#39;, &#39;4.1.4&#39;, &#39;4.1.5&#39;,  &#39;4.1.6&#39;,  &#39;4.1.7&#39;,  &#39;4.1.8&#39;, &#39;4.1.9&#39;, &#39;4.1.10&#39;, &#39;4.1.11&#39;, &#39;4.1.12&#39;, &#39;4.2.0&#39;, &#39;4.2.1&#39;, &#39;4.3.0&#39;,  &#39;4.4.0&#39;,  &#39;4.4.1&#39;,  &#39;4.4.2&#39;, &#39;4.4.3&#39;, &#39;4.4.4&#39; ] No version 4.4.7 has been published. @pbharrin Tip Author pbharrin commented 3 hours ago I also looked into the source of docsify-cli and could not find a 4.4.7. @tisztamo Tip Owner tisztamo commented 3 hours ago Uh, it was added today, I will check it soon but currently on mobile. Try to go back a few commits please! @tisztamo Tip Owner tisztamo commented 3 hours ago Found the cause here:  I asked gpt both to install docsify-cli and also to edit package.json by heredocing the full file, in the same script. So it guessed the version in order to not loose the newly installed dep. # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
89,family,0.1829,"datum, issue, make, add, go, store, first, time, follow, version",['i have a text entry field and i want to add support for emojicodes in-line']
90,font_size,0.6193,"junior, ai, project, prompt, file, development, code, descriptor, vscode, contributor","['You are Junior, an AI system aiding developers. You are working with a part of a large program called the ""Working Set."" Before starting, check if you need more files to solve the task. Do not edit files without knowing their contents! Ask for them in normal conversational format instead. # Working set docs/README.md: ``` Warn: This README is AI generated, just like all the source files of this project. # Junior - Your AI-first IDE  [![Video: Junior codes itself](/assets/video_cover.jpg)]( *""Video: Junior codes itself""* Junior is an **AI-first IDE** designed specifically for professional programmers who have a preference for customizing and fine-tuning their tools.  With Junior, developers get a unique space where they can work hand-in-hand with AI throughout the development process. By using structured task descriptors and spotlighting relevant parts of a project, tasks like code implementation, documentation, and testing can be seamlessly delegated to Junior. At its core, Junior embraces a design philosophy that prioritizes simplicity, configurability, and auditability. This ensures that the platform remains both accessible to its users and adaptable to a variety of use-cases. Junior has been crafted exclusively with AI-powered coding right from its early days, way before its core functionalities were in place. This demonstrates Junior\'s pioneering approach to harnessing the potential of artificial intelligence in software development. ## Getting Started For guidance on using Junior, please refer to [usage.md](usage.md). ## Contributing and Support Your contributions make a difference! At Junior, we value the collaboration of the community. Your role as a contributor is to monitor the development, provide detailed prompts, and thoroughly review the generated outcomes. For questions or assistance, please raise an issue in our GitHub repository. **Note:** We\'ve tested Junior primarily with the GPT-4 model. However, you\'re welcome to experiment with similarly capable models and share your findings. It\'s not compatible with GPT-3.5. ``` README.md: ``` [![Docs: Junior Documentation]( Warn: This README is AI generated, just like all the source files of this project. # Junior - Your AI contributor which codes itself. [![Video: Junior codes itself](docs/assets/video_cover.jpg)]( *""Video: Junior codes itself""* ## Description Junior is an AI-first IDE designed from the ground up to leverage language models. Just like how Linus Torvalds oversees the Linux Kernel development without coding himself, this project allows developers to communicate with the AI and supervise the development process. By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Junior. ## Getting Started ### Installation To install, clone the repository and run `npm install` in the root directory. Additionally, you can install the ""Junior"" vscode extension from the vscode extension marketplace. ### Usage #### Web Interface Run the application with `npm start` to start a local server, where you can generate a prompt and automatically copy it to paste into ChatGPT. The web interface is designed for use with ChatGPT Pro and doesn\'t require an API key. For more information about the web interface, please refer to [docs/web.md](docs/web.md). #### Command-line interface (CLI) To start the CLI, use `npm run cli`. This mode uses the ChatGPT API, and you\'ll need an API key stored in the `OPENAI_API_KEY` environment variable. ### The Prompt Descriptor A prompt descriptor is a YAML file (`prompt.yaml`) outlining the details necessary for generating a task prompt for the AI model. Each element in the descriptor serves a specific purpose: - `task`: Describes the task type and scope. For example, `feature/implement`, `bug/fix`, or `refactor/`. You can check out the [prompt/task/feature/implement.md](prompt/task/feature/implement.md) file as an example. - `attention`: Lists the files and directories most relevant to the task. - `requirements`: Describes the actual task in a human-readable format. - `format`: Determines how the output will be formatted. ### Attention Mechanism The attention mechanism guides the AI model by providing it with a working set. It helps overcome the limited working memory of large language models. The working set is a subset of the entire project that\'s currently in focus. It includes both files and directories. For files, the content is directly provided to the AI. For directories, a brief list of files and subdirectories within them is presented. ## Contributing and Support Contributions are welcome! Remember, we eat our own dog food in this project. Junior is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes. For support, please create an issue in the GitHub repository. **Note:** For meaningful results, it\'s recommended to use the GPT-4 model or a more recent version. ``` # Task Improve the documentation! Eliminate the warnings. Do not create backup files. # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
91,font_size,0.616,"junior, ai, project, prompt, file, development, code, descriptor, vscode, contributor","['You are Junior, an AI system aiding developers. You are working with a part of a large program called the ""Working Set."" Before starting, check if you need more files to solve the task. Do not edit files without knowing their contents! Ask for them in normal conversational format instead. # Working set docs/README.md: ``` # Junior - Your AI-first IDE  [![Video: Junior codes itself](/assets/video_cover.jpg)]( *""Video: Junior codes itself""* Junior is an **AI-first IDE** designed specifically for professional programmers who have a preference for customizing and fine-tuning their tools.  With Junior, developers get a unique space where they can work hand-in-hand with AI throughout the development process. By using structured task descriptors and spotlighting relevant parts of a project, tasks like code implementation, documentation, and testing can be seamlessly delegated to Junior. At its core, Junior embraces a design philosophy that prioritizes simplicity, configurability, and auditability. This ensures that the platform remains both accessible to its users and adaptable to a variety of use-cases. Junior has been crafted exclusively with AI-powered coding right from its early days, way before its core functionalities were in place. This demonstrates Junior\'s pioneering approach to harnessing the potential of artificial intelligence in software development. ## Getting Started For guidance on using Junior, please refer to [usage.md](usage.md). ## Contributing and Support Your contributions make a difference! At Junior, we value the collaboration of the community. Your role as a contributor is to monitor the development, provide detailed prompts, and thoroughly review the generated outcomes. For questions or assistance, please raise an issue in our GitHub repository. **Note:** We\'ve tested Junior primarily with the GPT-4 model. However, you\'re welcome to experiment with similarly capable models and share your findings. It\'s not compatible with GPT-3.5. ``` README.md: ``` [![Docs: Junior Documentation]( # Junior - Your AI contributor which codes itself. [![Video: Junior codes itself](docs/assets/video_cover.jpg)]( *""Video: Junior codes itself""* ## Description Junior is an AI-first IDE designed from the ground up to leverage language models. Just like how Linus Torvalds oversees the Linux Kernel development without coding himself, this project allows developers to communicate with the AI and supervise the development process. By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Junior. ## Getting Started ### Installation To install, clone the repository and run `npm install` in the root directory. Additionally, you can install the ""Junior"" vscode extension from the vscode extension marketplace. ### Usage #### Web Interface Run the application with `npm start` to start a local server, where you can generate a prompt and automatically copy it to paste into ChatGPT. The web interface is designed for use with ChatGPT Pro and doesn\'t require an API key. For more information about the web interface, please refer to [docs/web.md](docs/web.md). #### Command-line interface (CLI) To start the CLI, use `npm run cli`. This mode uses the ChatGPT API, and you\'ll need an API key stored in the `OPENAI_API_KEY` environment variable. ### The Prompt Descriptor A prompt descriptor is a YAML file (`prompt.yaml`) outlining the details necessary for generating a task prompt for the AI model. Each element in the descriptor serves a specific purpose: - `task`: Describes the task type and scope. For example, `feature/implement`, `bug/fix`, or `refactor/`. You can check out the [prompt/task/feature/implement.md](prompt/task/feature/implement.md) file as an example. - `attention`: Lists the files and directories most relevant to the task. - `requirements`: Describes the actual task in a human-readable format. - `format`: Determines how the output will be formatted. ### Attention Mechanism The attention mechanism guides the AI model by providing it with a working set. It helps overcome the limited working memory of large language models. The working set is a subset of the entire project that\'s currently in focus. It includes both files and directories. For files, the content is directly provided to the AI. For directories, a brief list of files and subdirectories within them is presented. ## Contributing and Support Contributions are welcome! Remember, Junior is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes. For support, please create an issue in the GitHub repository. **Note:** For meaningful results, it\'s recommended to use the GPT-4 model or a more recent version. ``` # Task Improve the documentation! 1. Overwrite the contribution section in the root readme with the other 2. Remove the cli section Do not create backup files. # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
92,font_size,0.5624,"junior, ai, project, prompt, file, development, code, descriptor, vscode, contributor","['You are Junior, an AI system aiding developers. You are working with a part of a large program called the ""Working Set."" Before starting, check if you need more files to solve the task. Do not edit files without knowing their contents! Ask for them in normal conversational format instead. # Working set docs/README.md: ``` Warn: This README is AI generated, just like all the source files of this project. # Junior - Your AI contributor which codes itself. [![Video: Junior codes itself](/assets/video_cover.jpg)]( *""Video: Junior codes itself""* ## Description Junior is an AI-first IDE designed from the ground up to leverage language models. This project allows developers to communicate with the AI and supervise the development process. Isn\'t that already possible with ChatGPT? No, LLMs have very limited ""working memory"", so it is not possible to directly work with them on large codebases. By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Junior. ## Getting Started For more details on getting started, please refer to [usage.md](usage.md). ## Contributing and Support Contributions are welcome! Remember, we eat our own dog food in this project. Junior is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes. For support, please create an issue in the GitHub repository. **Note:** For meaningful results, it\'s recommended to use the GPT-4 model or a more recent version. ``` README.md: ``` [![Docs: Junior Documentation]( Warn: This README is AI generated, just like all the source files of this project. # Junior - Your AI contributor which codes itself. [![Video: Junior codes itself](docs/assets/video_cover.jpg)]( *""Video: Junior codes itself""* ## Description Junior is an AI-first IDE designed from the ground up to leverage language models. Just like how Linus Torvalds oversees the Linux Kernel development without coding himself, this project allows developers to communicate with the AI and supervise the development process. By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Junior. ## Getting Started ### Installation To install, clone the repository and run `npm install` in the root directory. Additionally, you can install the ""Junior"" vscode extension from the vscode extension marketplace. ### Usage #### Web Interface Run the application with `npm start` to start a local server, where you can generate a prompt and automatically copy it to paste into ChatGPT. The web interface is designed for use with ChatGPT Pro and doesn\'t require an API key. For more information about the web interface, please refer to [docs/web.md](docs/web.md). #### Command-line interface (CLI) To start the CLI, use `npm run cli`. This mode uses the ChatGPT API, and you\'ll need an API key stored in the `OPENAI_API_KEY` environment variable. ### The Prompt Descriptor A prompt descriptor is a YAML file (`prompt.yaml`) outlining the details necessary for generating a task prompt for the AI model. Each element in the descriptor serves a specific purpose: - `task`: Describes the task type and scope. For example, `feature/implement`, `bug/fix`, or `refactor/`. You can check out the [prompt/task/feature/implement.md](prompt/task/feature/implement.md) file as an example. - `attention`: Lists the files and directories most relevant to the task. - `requirements`: Describes the actual task in a human-readable format. - `format`: Determines how the output will be formatted. ### Attention Mechanism The attention mechanism guides the AI model by providing it with a working set. It helps overcome the limited working memory of large language models. The working set is a subset of the entire project that\'s currently in focus. It includes both files and directories. For files, the content is directly provided to the AI. For directories, a brief list of files and subdirectories within them is presented. ## Contributing and Support Contributions are welcome! Remember, we eat our own dog food in this project. Junior is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes. For support, please create an issue in the GitHub repository. **Note:** For meaningful results, it\'s recommended to use the GPT-4 model or a more recent version. ``` # Task Improve the documentation! Edit only the one in docs/! Make &#34;AI-first IDE&#34; very visible. Remove &#34;Description&#34;, but not the content under it. There is some info about Linus in the other readme, mention it! Write a sentence about Junior being built for craftmanship: Junior is configurable, hackable, simple and auditable. It also has a vision: To becoming something like git is now or something LISP was back then. Mention joyfully that git is also created by Linus, or what paul Graham wrote about LISP being important in their succees by allowing rapid development. # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
93,font_size,0.5142,"junior, ai, project, prompt, file, development, code, descriptor, vscode, contributor","['# Working set README.md: ``` Warn: This README is AI generated, just like all the source files of this project. # Junior - Your AI contributor which codes itself. [![Video: Junior codes itself](docs/assets/video_cover.jpg)]( *""Video: Junior codes itself""* ## Description Junior is an exploratory project aimed at revolutionizing the way programmers interact with the development process. Just like how Linus Torvalds oversees the Linux Kernel development without coding himself, this project allows developers to communicate with the AI and supervise the development process. Isn\'t that already possible with ChatGPT? No, LLMs have very limited ""working memory"", so it is not possible to directly work with them on large codebases. By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Junior. ## Getting Started ### Installation To install, clone the repository and run `npm install` in the root directory. Additionally, you can install the ""Junior"" vscode extension from the vscode extension marketplace. ### Usage #### Web Interface Run the application with `npm start` to start a local server, where you can generate a prompt and automatically copy it to paste into ChatGPT. The web interface is designed for use with ChatGPT Pro and doesn\'t require an API key. For more information about the web interface, please refer to [docs/web.md](docs/web.md). #### Command-line interface (CLI) To start the CLI, use `npm run cli`. This mode uses the ChatGPT API, and you\'ll need an API key stored in the `OPENAI_API_KEY` environment variable. ### The Prompt Descriptor A prompt descriptor is a YAML file (`prompt.yaml`) outlining the details necessary for generating a task prompt for the AI model. Here\'s an example of a prompt descriptor: ```yaml task: prompt/task/feature/implement.md attention:   - src/interactiveSession/startInteractiveSession.js   - src/prompt/createPrompt.js   - src/attention/readAttention.js   - prompt.yaml requirements: >   Write a README.md for this _exploratory_ project! format: prompt/format/new_file_version.md ``` Each element in the descriptor serves a specific purpose: - `task`: Describes the task type and scope. For example, `feature/implement`, `bug/fix`, or `refactor/`. You can check out the [prompt/task/feature/implement.md](prompt/task/feature/implement.md) file as an example. - `attention`: Lists the files and directories most relevant to the task. - `requirements`: Describes the actual task in a human-readable format. - `format`: Determines how the output will be formatted. ### Attention Mechanism The attention mechanism guides the AI model by providing it with a working set. It helps overcome the limited working memory of large language models. The working set is a subset of the entire project that\'s currently in focus. It includes both files and directories. For files, the content is directly provided to the AI. For directories, a brief list of files and subdirectories within them is presented. ## Contributing and Support Contributions are welcome! Remember, we eat our own dog food in this project. Junior is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes. For support, please create an issue in the GitHub repository. **Note:** For meaningful results, it\'s recommended to use the GPT-4 model or a more recent version. ``` # Task Improve the documentation! Add a badge linking to the docs:  # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
94,font_size,0.5068,"junior, ai, project, prompt, file, development, code, descriptor, vscode, contributor","['# Working set README.md: ``` Warn: This README is AI generated, just like all the source files of this project. # Junior - Your AI contributor which writes itself. [![Video: Junior codes itself](doc/assets/video_cover.jpg)]( *""Video: Junior codes itself""* ## Description Junior is an exploratory project aimed at revolutionizing the way programmers interact with the development process. Just like how Linus Torvalds oversees the Linux Kernel development without coding himself, this project allows developers to communicate with the AI and supervise the development process. Isn\'t that already possible with ChatGPT? No, LLMs have very limited ""working memory"", so it is not possible to directly work with them on large codebases. By providing specific task details in a prompt descriptor and highlighting the relevant parts of your project, you can delegate code implementation, documentation, testing, and more to your AI Junior. ## Getting Started ### Installation To install, clone the repository and run `npm install` in the root directory. ### Usage There are two ways to use this project: a command-line interface (CLI) and a web interface. #### Command-line interface (CLI) To start the CLI, use `npm run cli`. This mode uses the ChatGPT API, and you\'ll need an API key stored in the `OPENAI_API_KEY` environment variable. #### Web Interface Run the application with `npm start` to start a local server, where you can generate a prompt and automatically copy it to paste into ChatGPT. The web interface is designed for use with ChatGPT Pro and doesn\'t require an API key. For more information about the web interface, please refer to [doc/web.md](doc/web.md). ### The Prompt Descriptor A prompt descriptor is a YAML file (`prompt.yaml`) outlining the details necessary for generating a task prompt for the AI model. Here\'s an example of a prompt descriptor: ```yaml task: prompt/task/feature/implement.md attention:   - src/interactiveSession/startInteractiveSession.js   - src/prompt/createPrompt.js   - src/attention/readAttention.js   - prompt.yaml requirements: >   Write a README.md for this _exploratory_ project! format: prompt/format/new_file_version.md ``` Each element in the descriptor serves a specific purpose: - `task`: Describes the task type and scope. For example, `feature/implement`, `bug/fix`, or `refactor/`. You can check out the [prompt/task/feature/implement.md](prompt/task/feature/implement.md) file as an example. - `attention`: Lists the files and directories most relevant to the task. - `requirements`: Describes the actual task in a human-readable format. - `format`: Determines how the output will be formatted. ### Attention Mechanism The attention mechanism guides the AI model by providing it with a working set. It helps overcome the limited working memory of large language models. The working set is a subset of the entire project that\'s currently in focus. It includes both files and directories. For files, the content is directly provided to the AI. For directories, a brief list of files and subdirectories within them is presented. ## Contributing and Support Contributions are welcome! Remember, we eat our own dog food in this project. Junior is designed to write itself. Your main role will be to oversee the work, provide detailed prompts, and review the outcomes. For support, please create an issue in the GitHub repository. **Note:** For meaningful results, it\'s recommended to use the GPT-4 model or a more recent version. ``` # Task Improve the documentation! Change the slogan sto &#34;which codes itself&#34; instead of &#34;which writes itself&#34; Move the web interface section to be the first in usage In installation write about the &#34;Junior&#34; vscode extension which can be installed from the vscode extension marketplace Avoid sed! Heredoc README.md instead! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, prefer heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
