,Dominant_Topic_Num,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
117,15,axios,0.2219,"issue, step, process, repository, project, work, action, set, transaction, release",['convert string to nepali']
118,9,async,0.3468,"file, model, build, version, make, datum, create, usr_gem, analysis, data",['Write a good subtitle for my website with the following title: Next generation family chore tracker to make household chores bearable.']
119,9,async,0.4081,"file, model, build, version, make, datum, create, usr_gem, analysis, data",['How to create a Rollup build with multiple entries where overlapping dependencies are separated in a common module?']
120,15,axios,0.2475,"issue, step, process, repository, project, work, action, set, transaction, release","['in unit tests, what comes first in different languages - actual and expected?']"
121,12,authorization,0.3753,"const, device, sum, int, image, float, step, uint, bit, make","[""I'm having a problem with my GitHub Action and my deploy script. Can you help with that?""]"
122,7,arraybuffer,0.1854,"user, pick, org_gradle, return, string, internal_execution, game, api, tat_org, execution","[""what does this do while IFS= read -r line; do\n    IFS=',' read -r ver_num start_point end_point ver_num_lines > section.csv""]"
123,5,append,0.9752,"type, return, response, function, error, text, request, content, message, datum","['on github, how can i block merging a pr if tests fail?']"
124,6,application,0.4528,"health, literacy, long, high, reduce, people, relate, improve, low, find","['import re\nimport requests\nfrom typing import List, Optional, Dict\nfrom dataclasses import dataclass, field\n\ndef snake_to_camel(snake_str: str) -> str:\n    components = snake_str.split(""_"")\n    return components[0] + """".join(x.title() for x in components[1:])\n\ndef to_camel_case(data: dict) -> dict:\n    return {snake_to_camel(k): v for k, v in data.items() if v is not None}\n\ndef camel_to_snake(camel_str: str) -> str:\n    snake_str = re.sub(""(.)([A-Z][a-z]+)"", r""\\1_\\2"", camel_str)\n    return re.sub(""([a-z0-9])([A-Z])"", r""\\1_\\2"", snake_str).lower()\n\ndef to_snake_case(data: dict) -> dict:\n    return {camel_to_snake(k): v for k, v in data.items()}\n\nSEARCH_OPTIONS_TYPES = {\n    \'query\': str,\n    \'num_results\': int,\n    \'include_domains\': list,\n    \'exclude_domains\': list,\n    \'start_crawl_date\': str,\n    \'end_crawl_date\': str,\n    \'start_published_date\': str,\n    \'end_published_date\': str,\n    \'use_autoprompt\': bool,\n    \'type\': str\n}\n\nFIND_SIMILAR_OPTIONS_TYPES = {\n    \'url\': str,\n    \'num_results\': int,\n    \'include_domains\': list,\n    \'exclude_domains\': list,\n    \'start_crawl_date\': str,\n    \'end_crawl_date\': str,\n    \'start_published_date\': str,\n    \'end_published_date\': str,\n}\n\ndef validate_search_options(options: Dict[str, Optional[object]]) -> None:\n    for key, value in options.items():\n        if key not in SEARCH_OPTIONS_TYPES:\n            raise ValueError(f""Invalid option: \'{key}\'"")\n        if not isinstance(value, SEARCH_OPTIONS_TYPES[key]):\n            raise ValueError(f""Invalid type for option \'{key}\': Expected {SEARCH_OPTIONS_TYPES[key]}, got {type(value)}"")\n        if key in [\'include_domains\', \'exclude_domains\'] and not value:\n            raise ValueError(f""Invalid value for option \'{key}\': cannot be an empty list"")\n\ndef validate_find_similar_options(options: Dict[str, Optional[object]]) -> None:\n    for key, value in options.items():\n        if key not in FIND_SIMILAR_OPTIONS_TYPES:\n            raise ValueError(f""Invalid option: \'{key}\'"")\n        if not isinstance(value, FIND_SIMILAR_OPTIONS_TYPES[key]):\n            raise ValueError(f""Invalid type for option \'{key}\': Expected {FIND_SIMILAR_OPTIONS_TYPES[key]}, got {type(value)}"")\n        if key in [\'include_domains\', \'exclude_domains\'] and not value:\n            raise ValueError(f""Invalid value for option \'{key}\': cannot be an empty list"")\n\n@dataclass\nclass Result:\n    title: str\n    url: str\n    id: str\n    score: Optional[float] = None\n    published_date: Optional[str] = None\n    author: Optional[str] = None\n    extract: Optional[str] = None\n\n    def __init__(self, title, url, id, score=None, published_date=None, author=None, **kwargs):\n        self.title = title\n        self.url = url\n        self.score = score\n        self.id = id\n        self.published_date = published_date\n        self.author = author\n\n@dataclass\nclass DocumentContent:\n    id: str\n    url: str\n    title: str\n    extract: str\n\n    def __init__(self, id, url, title, extract, **kwargs):\n        self.id = id\n        self.url = url\n        self.title = title\n        self.extract = extract\n\n@dataclass\nclass GetContentsResponse:\n    contents: List[DocumentContent]\n\n@dataclass\nclass SearchResponse:\n    results: List[Result]\n    api: Optional[\'Metaphor\'] = field(default=None, init=False)\n\n    def get_contents(self):\n        if self.api is None:\n            raise Exception(""API client is not set. This method should be called on a SearchResponse returned by the \'search\' method of \'Metaphor\'."")\n        ids = [result.id for result in self.results]\n        return self.api.get_contents(ids)\n\nclass Metaphor:\n    def __init__(self, api_key: str):\n        self.base_url = ""\n        self.headers = {""x-api-key"": api_key}\n\n    def search(self, query: str, num_results: Optional[int] = None, include_domains: Optional[List[str]] = None,\n               exclude_domains: Optional[List[str]] = None, start_crawl_date: Optional[str] = None,\n               end_crawl_date: Optional[str] = None, start_published_date: Optional[str] = None,\n               end_published_date: Optional[str] = None, use_autoprompt: Optional[bool] = None,\n               type: Optional[str] = None) -> SearchResponse:\n        options = {k: v for k, v in locals().items() if k != \'self\' and v is not None}\n        validate_search_options(options)\n        request = {\'query\': query}\n        request.update(to_camel_case(options))\n        response = requests.post(f""{self.base_url}/search"", json=request, headers=self.headers)\n        if response.status_code != 200:\n            raise Exception(f""Request failed with status code {response.status_code}. Message: {response.text}"")\n        results = [Result(**to_snake_case(result)) for result in response.json()[""results""]]\n        search_response = SearchResponse(results=results)\n        search_response.api = self\n        return search_response\n\n    def find_similar(self, url: str, num_results: Optional[int] = None, include_domains: Optional[List[str]] = None,\n                     exclude_domains: Optional[List[str]] = None, start_crawl_date: Optional[str] = None,\n                     end_crawl_date: Optional[str] = None, start_published_date: Optional[str] = None,\n                     end_published_date: Optional[str] = None) -> SearchResponse:\n        options = {k: v for k, v in locals().items() if k != \'self\' and v is not None}\n        validate_find_similar_options(options)\n        request = {\'url\': url}\n        request.update(to_camel_case(options))\n        response = requests.post(f""{self.base_url}/findSimilar"", json=request, headers=self.headers)\n        if response.status_code != 200:\n            raise Exception(f""Request failed with status code {response.status_code}. Message: {response.text}"")\n        results = [Result(**to_snake_case(result)) for result in response.json()[""results""]]\n        find_similar_response = SearchResponse(results=results)\n        find_similar_response.api = self\n        return find_similar_response\n\n    def get_contents(self, ids: List[str]) -> GetContentsResponse:\n        if len(ids) == 0:\n            raise ValueError(""ids cannot be empty"")\n        response = requests.get(f""{self.base_url}/contents"", params=to_camel_case({""ids"": ids}), headers=self.headers)\n        if response.status_code != 200:\n            raise Exception(f""Request failed with status code {response.status_code}. Message: {response.text}"")\n        return GetContentsResponse([DocumentContent(**to_snake_case(document)) for document in response.json()[""contents""]])\n\nHang tight for a second - I\'m going to pass off this conversation to someone else who is going to ask you for help with implementing some code that uses the Python package above, which is called metaphor-python, which is importable with ""from metaphor_python"" and implements the Metaphor neural search API. Ok my friend is coming now and will be sending the next message to you. Just sit there.']"
125,15,axios,0.3243,"issue, step, process, repository, project, work, action, set, transaction, release","['Good evening Chatgpt,\nI\'d like your help to write a readme for using the bioinformatics openbabel on the PLEX Platform by LabDAO.\nFirst I\'ll upload openbabel readme, then PLEX\'s readme, then we can review the openbabel repo on PLEX, and finally we\'ll write the readme for the plex openbabel director. Does that sound like a good plan to you?\n\nThe openbable readme is located here -  - \nI\'ll load the contents to get us started, but please let me know if you have any questions along the way.\n\nOpen Babel\n----------\n\n[![GitHub release](\n[![Download Open Babel](\n[![Travis CI](\n[![Google Scholar Citations](\n\nOpen Babel is a chemical toolbox designed to speak the many languages\nof chemical data. It\'s an open, collaborative project allowing anyone\nto search, convert, analyze, or store data from molecular modeling,\nchemistry, solid-state materials, biochemistry, or related areas.\n\n* Ready-to-use programs, and complete programmer\'s toolkit\n* Read, write and convert over 90 chemical file formats\n* Filter and search molecular files using SMARTS and other methods\n* Generate 2D and 3D coordinates for SMILES, InChI and other formats\n* Supports molecular modeling, cheminformatics, bioinformatics,\n  organic chemistry, inorganic chemistry, solid-state materials,\n  nuclear chemistry...\n\nOpen Babel is distributed under the GNU General Public License (GPL).\nThis program is free software; you can redistribute it and/or modify\nit under the terms of the GNU General Public License as published by\nthe Free Software Foundation version 2 of the License. Full details\ncan be found in the file ""COPYING"" which should be included in your\ndistribution.\n\nFor more information, check the [Open Babel website](']"
126,11,audiofile,0.3225,"number, string, option, param, time, return, secret, counter, base, element",['how do i remove ds store once it was committed']
127,6,application,0.345,"health, literacy, long, high, reduce, people, relate, improve, low, find","['Is this right?\n\n\nparam (\n    [Int] $Hosts = ""0"",\n    [string[]] $PackageName,\n    [string] $Mode = ""install""\n)\n\n$ErrorCount = 0\n\nif ($Mode -ne ""upgrade"" -and !$PackageName) {\n    write-output ""No choco package name provided, please include Example: `""-PackageName googlechrome`"" `n""\n    Exit 1\n}\n\nif ($Hosts -ne ""0"") {\n    $randrange = ($Hosts + 1) * 6\n    # Write-Output ""Calculating rnd""\n    # Write-Output ""randrange $randrange""\n    $rnd = Get-Random -Minimum 1 -Maximum $randrange; \n    # Write-Output ""rnd=$rnd""\n}\nelse {\n    $rnd = ""1""\n    # Write-Output ""rnd set to 1 manually""\n    # Write-Output ""rnd=$rnd""\n}\n\nif ($Mode -eq ""upgrade"") {\n    # Write-Output ""Starting Upgrade""\n    Start-Sleep -Seconds $rnd; \n    if (!$PackageName) {\n        choco upgrade -y all\n    }\n    else {\n        foreach ($package in $PackageName)\n        {\n            choco upgrade $package -y\n        }\n    }\n    # Write-Output ""Running upgrade""\n    Exit 0\n}\n\n# write-output ""Running install/uninstall mode""\nStart-Sleep -Seconds $rnd; \nchoco $Mode $PackageName -y\nExit 0']"
128,11,audiofile,0.3661,"number, string, option, param, time, return, secret, counter, base, element","[""Good evening Chatgpt,\nI'd like your help to write a readme for using the bioinformatics tool gnina tool on the PLEX Platform by LabDAO.\nFirst I'll upload gnina readme, then PLEX's readme, then we can review the repo on PLEX, and finally we'll write the readme. Does that sound like a good plan to you?\n\nThe gnina readme is located here - \nI'll load the contents for your review when you're ready.""]"
129,14,axio,0.3603,"code, add, user, write, task, file, image, require, follow, complete","['How can I implement a filter in Vue 2, where the filter properties a, b come from the router query?']"
130,14,axio,0.6528,"code, add, user, write, task, file, image, require, follow, complete",['is there kubectl exec plugin to connect to an eks cluster by using the access id and access key?']
131,8,askgpt,0.1612,"react, style, return, component, page, comm, false, command, user, display","['#Entire code to be verified and accepted by @devkiraa, @TechnoTOG and \n\nimport os\nimport csv\nimport qrcode\nimport random\nimport glob\nimport subprocess\nimport string\nfrom tqdm import tqdm\nfrom PIL import Image\nfrom flask import Flask, request, jsonify\nimport smtplib\nfrom email.mime.multipart import MIMEMultipart\nfrom email.mime.text import MIMEText\nimport os\nfrom email.mime.base import MIMEBase\nfrom email import encoders\nimport requests\n\n#--------Code block for ""QR generation"" to be Generated,modified and updated by @GowriParvathyy--------\n\ndef generate_qr_code(data, filename):\n    qr = qrcode.QRCode(\n        version=1,\n        error_correction=qrcode.constants.ERROR_CORRECT_L,\n        box_size=10,\n        border=2,\n    )\n    qr.add_data(data)\n    qr.make(fit=True)\n    qr_img = qr.make_image(fill_color=""black"", back_color=""white"")\n    qr_img.save(filename)\n\n#--------Code block for ""Ticket generation"" to be Generated,modified and updated by @niranjana_2004--------\n\ndef tgen():\n    qr_images_folder = ""QRImages""\n    ticket_output_folder = ""Ticket""\n    ticket_design_path = ""custom_ticket.png""\n\n    if not os.path.exists(ticket_output_folder):\n        os.makedirs(ticket_output_folder)\n\n    ticket_design = Image.open(ticket_design_path)\n\n    # Ticket size\n    ticket_width = ticket_design.width\n    ticket_height = ticket_design.height\n\n    # Calculate the size of the QR code based on the specified height\n    qr_size = (ticket_height // 2)-2\n\n    # Get a list of all QR code image files in the QRImages folder\n    qr_code_files = sorted(file for file in os.listdir(qr_images_folder) if file.endswith("".png""))\n\n    with tqdm(total=len(qr_code_files), desc=""Generating Tickets"") as pbar:\n        # Loop through each QR code image\n        for qr_file in qr_code_files:\n            # Construct the path to the QR code image\n            qr_code_path = os.path.join(qr_images_folder, qr_file)\n\n            # Load and resize the QR code\n            qr_code = Image.open(qr_code_path)\n            qr_code = qr_code.resize((qr_size, qr_size))\n\n            # Calculate the position to place the QR code at the bottom right\n            x = ticket_width - qr_size-80\n            y = ticket_height - qr_size-160\n\n            # Create a copy of the ticket design to avoid modifying the original\n            ticket_with_qr = ticket_design.copy()\n\n            # Paste the QR code onto the ticket copy\n            ticket_with_qr.paste(qr_code, (x, y))\n\n            # Construct the output path for the generated ticket\n            ticket_name = os.path.splitext(qr_file)[0] + ""_ticket.png""\n            output_path = os.path.join(ticket_output_folder, ticket_name)\n\n            # Save the generated ticket image with QR code\n            ticket_with_qr.save(output_path)\n            pbar.update(1)\n\n    print(""Tickets generated and saved in the \'Ticket\' folder."")\n    send_mail()\n\n#--------Code block for ""Mailing Service"" to be Generated,modified and updated by @Devaah07--------\ndef send_mail():\n    try:\n        auto_mailer = ""src\\Mail_service.py""\n        auto_mail_process = subprocess.Popen([\'python\', auto_mailer])\n    except:\n        print(""Unable to start Mail Service!!"")\n    url = \'\n\n    data = {\n        ""subject"": ""Test Email"",\n        ""to_email"": ""youaedrin@gmail.com"",\n        ""message"": ""This is a test email sent from the API."",\n        ""attachment_path"": ""F:\\TicketWave\\TicketWave\\Ticket\\qr_1_ticket.png""\n    }\n\n    response = requests.post(url, json=data)\n\n    if response.status_code == 200:\n        auto_mail_process.terminate()\n        print(""Email sent successfully"")\n    else:\n        auto_mail_process.terminate()\n        print(""Failed to send email"")\n        print(""Response:"", response.text)\n\n#Main function to be updated by @GowriParvathyy, @Niranjana_2004 and @Devaah07\n\ndef main():\n    # Path to the folder where you want to save the generated QR\n    qr_output_folder = ""QRImages""\n\n    if not os.path.exists(qr_output_folder):\n        os.makedirs(qr_output_folder)\n\n    # Find all CSV files in the current directory\n    csv_files = glob.glob(""*.csv"")\n\n    if len(csv_files) == 0:\n        print(""No CSV files found in the current directory."")\n        exit()\n\n    # Assuming there is only one CSV file, you can take the first one\n    csv_file_path = csv_files[0]\n\n    qr_data_list = []\n\n    with open(csv_file_path, ""r"") as csv_file:\n        csv_reader = csv.reader(csv_file)\n        next(csv_reader)  # Skip header row\n        for row in csv_reader:\n            qr_data_list.append(row[0])  # Assuming QR data is in the first column\n\n    with tqdm(total=len(qr_data_list), desc=""Generating QR Codes"") as pbar:\n        for qr_data in qr_data_list:\n            qr_code_filename = os.path.join(qr_output_folder, f""qr_{pbar.n + 1}.png"")\n            generate_qr_code(qr_data, qr_code_filename)\n            pbar.update(1)\n\n    print(""QR code generation completed."")\n    tgen()\n\nif __name__ == ""__main__"":\n    main()\n\n\nwill i be able to use this as an api for my website']"
132,14,axio,0.4254,"code, add, user, write, task, file, image, require, follow, complete",['Give me an example of a function dispatch table where the values are lambda functions. Give me the example code in golang']
133,14,axio,0.4874,"code, add, user, write, task, file, image, require, follow, complete",['transifex github integration sync goes both ways?']
134,15,axios,0.4982,"issue, step, process, repository, project, work, action, set, transaction, release","['help me write a python class. It takes a file_path and max_size for init.\nthere is APIs to read or create new files under the file_path. When the total size exceeds max_size, evict the least recent accessed file (LRU policy).']"
135,0,accept,0.2166,"file, text, output, return, click, true, tag, path, line, input","['would you  use freezegun to test thismethod?\n\n    def date_dim_row(self) -> list:\n        d = datetime.today()\n        row = {\n            ""date_key"" : f""{d:%Y-%m-%d}"",\n            ""year"": d.year,\n            ""month_key"": d.month,\n            ""day"": d.day,\n            ""day_key"": d.isoweekday(),\n            ""week_number"": d.isocalendar().week,\n            ""week_end"": d.fromisocalendar(d.year, d.isocalendar().week, 7).strftime(\'%Y-%m-%d\'),\n            ""month_end"": (d + relativedelta(day=31)).strftime(""%Y-%m-%d""),\n        }\n        return [row]']"
136,0,accept,0.3343,"file, text, output, return, click, true, tag, path, line, input","['why is this happening:\n\n>>> a = ""GH_GGGGGGGGGGGGGGGA""\n>>> b = a.lstrip(""GH_"")\n>>> b\n\'A\'']"
137,1,add,0.6739,"error, run, extension, head, install, treturn, open, code, main, window","['Hello! Below I will share a template for a markdown file. Can you please write a CLI script that takes a string as an argument and creates a new folder with this template in it, please?\n\n---\ntitle: \ndate: \ndescription:\n---\n\n## In Summary (tl;dr)\n\n---']"
138,11,audiofile,0.5447,"number, string, option, param, time, return, secret, counter, base, element","[""How would you solve this problem?\n\nIn the normal auth flow with Uppy:\n- User clicks auth\n- Browser Tab1 (Uppy) pops up another browser Tab2 (Auth flow)\n- Tab2 runs the auth flow with the provider\n- Tab2 auth flow redirects to companion's callback endpoint, which returns HTML that calls `window.opener.postMessage(token)` to send the token back to Tab1\n- Tab2 calls `window.close()` to close Tab2\n- Tab1 finishes the auth with the received auth token\n\nHowever in the case of Instagram, it's a bit different:\n- Browser Tab1 opens Tab2 with Instagram auth flow\n- Tab2 opens Instagram app\n- Instagram app runs auth flow and returns to Tab2\n- Tab2 auth flow redirects to companion's callback endpoint, which returns HTML that calls `window.opener.postMessage(token)` to send the token back to Tab1\n- However Tab2 `window.opener` is now `null` and it crashes, and there is no way for Tab2 to message the token back to Tab1.""]"
139,15,axios,0.3741,"issue, step, process, repository, project, work, action, set, transaction, release","[""I have this markdown, I want to change the intro line to the list so there's not as much duplication with the title line, please give me 5 alternatives\n\n## What happens when the Bench Master is not available?\n\nIt's important to have a backup Bench Master in case the Bench Master is not available. \n\n- The backup Bench Master should be someone who is familiar with the internal projects and the skills of the developers. \n- A semi-regular catchup between the Bench Master and the backup Bench Master would be a good idea to ensure that the backup Bench Master is up to date with the current state of the bench.\n- Always CC a distribution list that has the Bench Master and backup Bench Master on any emails regarding the bench.\n- If the Bench Master knows they will be unavailable for a period of time they should ask the backup Bench Master to monitor the distribution list for any emails regarding the bench.\n\n::: info\n**Tip:** If you have multiple offices, consider having a backup Bench Master that covers each timezone you have an office location\n:::""]"
140,1,add,0.5053,"error, run, extension, head, install, treturn, open, code, main, window","[""I have a list of things to consider when placing someone on an internal project. Please give me 5 options to rephrase this introduction line to that list\n\nHere's some inputs the Bench Master would consider for each developer:""]"
141,12,authorization,0.2086,"const, device, sum, int, image, float, step, uint, bit, make",['Help me install ComfyUI using the README ']
142,3,api,0.5196,"model, label, shape, definition, disease, precision, def, config, order, dtype","['Provide an example of a type hint for a Callable for this function\n\ndef add(a: int, b: str) -> float:']"
143,10,audio,0.2126,"owl, react_dom, entity, uberon_import, cell, subclassof, part, system, cavity_luman, equivalentto","['\n# TODO: Some issues with the parameters imho, the optimizer as a Callback is not a particularly nice way to do it\nclass MomentNetwork:\n    \n\n    def __init__(\n        self,\n        net: nn.Module,\n        model: Callable,\n        search_space: SearchSpace,\n        N: int,\n        sampler: BaseSampler,\n        criterion: nn.Module = MSE_LOSS,\n        optimizer: Callable = lambda x: torch.optim.Adam(x, lr=1e-3),\n        batch_dtype: torch.dtype = torch.float32,\n        verbosity: int = 10,\n    ):\n        \n        self.net = net\n        self.model = model\n        self.criterion = criterion\n        self.optimizer = optimizer(self.net.parameters())\n\n        # Sampler and bounds for model parameters\n        self.sampler = sampler\n        self.search_space = search_space\n\n        self.N = N\n        self.batch_dtype = batch_dtype\n        self.verbosity = verbosity\n\n\nHow to solve the TODO?']"
144,8,askgpt,0.1636,"react, style, return, component, page, comm, false, command, user, display",['convert to spanish']
145,11,audiofile,0.398,"number, string, option, param, time, return, secret, counter, base, element",['difference between __dict__ & to_dict in python\n']
146,15,axios,0.2542,"issue, step, process, repository, project, work, action, set, transaction, release",['What is the difference between SpotifyClientCredentials vs SpotifyOAuth']
147,11,audiofile,0.3407,"number, string, option, param, time, return, secret, counter, base, element",['I use `fastlane`. How to update the Gemfile.lock?']
148,2,addcallback,0.2646,"player, return, system, move, game, string, input, import, point, println","['in python:\nThe maximum sum subarray problem consists in finding the maximum sum of a contiguous subsequence in an array or list of integers:\n\nmax_sequence([-2, 1, -3, 4, -1, 2, 1, -5, 4])\n# should be 6: [4, -1, 2, 1]\nEasy case is when the list is made up of only positive numbers and the maximum sum is the sum of the whole array. If the list is made up of only negative numbers, return 0 instead.\n\nEmpty list is considered to have zero greatest sum. Note that the empty list or array is also a valid sublist/subarray.']"
149,15,axios,0.4372,"issue, step, process, repository, project, work, action, set, transaction, release",['image inside container moves around when zoomed in tailwind']
150,11,audiofile,0.2555,"number, string, option, param, time, return, secret, counter, base, element","['Make this code of conduct sound less stupid and significantly more welcoming, friendly and useful:\n\n## Goal\n\nOur goal is to provide a space where it is safe for everyone to contribute to,\nand get support for, open-source software in a respectful and cooperative\nmanner.\n\nWe value all contributions and want to make this organization and its\nsurrounding community a place for everyone.\n\nAs members, contributors, and everyone else who may participate in the\ndevelopment, we strive to keep the entire experience civil.\n\n## Standards\n\nOur community standards exist in order to make sure everyone feels comfortable\ncontributing to the project(s) together.\n\nOur standards are:\n - Do not harass, attack, or in any other way discriminate against anyone, including\nfor their protected traits, including, but not limited to, sex, religion, race,\nappearance, gender, identity, nationality, sexuality, etc.\n - Do not go off-topic, do not post spam.\n - Treat everyone with respect.\n\nExamples of breaking each rule respectively include:\n - Harassment, bullying or inappropriate jokes about another person.\n - Posting distasteful imagery, trolling, or posting things unrelated to the topic at hand.\n - Treating someone as worse because of their lack of understanding of an issue.\n\n## Enforcement\n\nEnforcement of this CoC is done by the members of the hyprwm organization.\n\nWe, as the organization, will strive our best to keep this community civil and\nfollowing the standards outlined above.\n\n### Reporting incidents\n\nIf you believe an incident of breaking our standards has occurred, but nobody has\ntaken appropriate action, you can privately contact the people responsible for dealing\nwith such incidents in multiple ways:\n\n***E-Mail***\n - `vaxry[at]vaxry.net`\n - `mihai[at]fufexan.net`\n\n***Discord***\n - `@vaxry`\n - `@fufexan`\n\n***Matrix***\n - `@vaxry:matrix.vaxry.net`\n - `@fufexan:matrix.org`\n \nWe, as members, guarantee your privacy and will not share those reports with anyone.\n\n## Enforcement Strategy\n\nDepending on the severity of the infraction, any action from the list below may be applied.\nPlease keep in mind cases are reviewed on a per-case basis and members are the ultimate\ndeciding factor in the type of punishment.\n\nIf the matter would benefit from an outside opinion, a member might reach for more opinions\nfrom people unrelated to the organization, however, the final decision regarding the action\nto be taken is still up to the member.\n\nFor example, if the matter at hand regards a representative of a marginalized group or minority,\nthe member might ask for a first-hand opinion from another representative of such group.\n\n### Correction/Edit\n\nIf your message is found to be misleading or poorly worded, a member might\nedit your message.\n\n### Warning/Deletion\n\nIf your message is found inappropriate, a member might give you a public or private warning,\nand/or delete your message.\n\n### Mute\n\nIf your message is disruptive, or you have been repeatedly violating the standards,\na member might mute (or temporarily ban) you.\n\n### Ban\n\nIf your message is hateful, very disruptive, or other, less serious infractions are repeated\nignoring previous punishments, a member might ban you permanently.\n\n## Scope\n\nThis CoC shall apply to all projects ran under the `hyprwm` organization and all _official_ communities\noutside of GitHub.\n\nHowever, it is worth noting that official communities outside of GitHub might have their own,\nadditional sets of rules.']"
151,8,askgpt,0.1911,"react, style, return, component, page, comm, false, command, user, display","[""in vue 3 and with option api, how can I load a component lazily ? I don't use the vue router""]"
152,4,app,0.5185,"string, public, web, object, table, key, set, request, context, base",['sort these components alphabetically\n\n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      \n      \n        \n      ']
153,8,askgpt,0.396,"react, style, return, component, page, comm, false, command, user, display","['Google is proposing a web standard on GitHub that threatens the open web by introducing a kind of DRM for websites to verify whether clients are ""valid"" and by blocking them at their wish. In the code block below you can find their explainer as a Markdown file:\n\nmermaid\nsequenceDiagram\n    participant website as example.com\n    participant browser as Web Client\n    participant attester as Attestation API\n\n    browser->>website: Visits website\n    Note over website: Generates Content binding ""/someURL?sessionID=678""\n    website->>browser:Javascript\n    browser->>attester:getEnvironmentIntegrity(hash(""/someURL?sessionID=678&example.com""))\n    attester->>browser:IntegrityToken\n    browser->>website:fetch(`example.com/someURL?sessionID=678&attestation=${IntegrityToken}`)\n    Note over website:Checks IntegrityToken: both tokens with signatures, Content binding, etc\n    website->>browser:response\njs\n// getEnvironmentIntegrity expects a “content binding” of the request you are\n// about to make. The content binding protects against this information being\n// used for a different request.\n// The contentBinding will be concatenated with eTLD+1 and hashed\n// before it is sent to the attester.\nconst contentBinding = `/someRequestPath?requestID=xxxx` +\n    ""Any other data needed for a request-specific contentBinding..."";\n\nconst attestation = await navigator.getEnvironmentIntegrity(contentBinding);\n\nconsole.log(attestation.encode());\n""""\n\n// More on attestation validation below\nconst response = await fetch(`/someRequest?requestID=xxxx&attested=${attestation.encode()}`);\n// Do something with this ...\njs\n// None of the code below is part of the Web Environment Integrity API being\n// proposed. This is an example of how you can verify the environment\'s integrity\n// on your web server.\nfunction isAttested(attestation, contentBinding) {\n  if (!isAttesterTrustedByMe(attestation)) {\n    return false;\n  }\n\n  // The attester\'s public key is retrieved directly from the attester.\n  const attestersPublicKey = getAttestersPublicKey(attestation);\n\n  // We then validate the attestation token using the attester\'s public key.\n  // We also check the content binding and replay protection in the attestation.\n  if (!isTokenRecentEnoughAndValid(attestersPublicKey, attestation)) {\n    return false;\n  }\n\n  // Check contentBinding hash in attestation\n  // Make decisions using the attestation.payload\n  // ...\n}\n\n\nPlease replace that whole explainer by writing a reply mocking them in the same style, but being honest about their intend of fostering Chrome\'s monopoly, slowly excluding other browsers like Firefox, making more money with Google ads and preventing ad blockers in general as when they introduced Manifest v3 to limit ad blockers. You may reference or allude to mottos like Google not being eveil, antitrust issues or other problematic things Google did in the past. Be fun and creative but maintain a similar tone as in the original.']"
154,0,accept,0.9491,"file, text, output, return, click, true, tag, path, line, input","['On android, the app icon I have is appearing edge to edge in some devices and in some devices it has a white border']"
